Nombre Entidad,Nit Entidad,Departamento,Ciudad,Localización,Orden,Sector,Rama,Entidad Centralizada,Proceso de Compra,ID Contrato,Referencia del Contrato,Estado Contrato,Codigo de Categoria Principal,Descripcion del Proceso,Tipo de Contrato,Modalidad de Contratacion,Justificacion Modalidad de Contratacion,Fecha de Firma,Fecha de Inicio del Contrato,Fecha de Fin del Contrato,Fecha de Inicio de Ejecucion,Fecha de Fin de Ejecucion,Condiciones de Entrega,TipoDocProveedor,Documento Proveedor,Proveedor Adjudicado,Es Grupo,Es Pyme,Habilita Pago Adelantado,Liquidación,Obligación Ambiental,Obligaciones Postconsumo,Reversion,Valor del Contrato,Valor de pago adelantado,Valor Facturado,Valor Pendiente de Pago,Valor Pagado,Valor Amortizado,Valor Pendiente de Amortizacion,Valor Pendiente de Ejecucion,Estado BPIN,Código BPIN,Anno BPIN,Saldo CDP,Saldo Vigencia,EsPostConflicto,URLProceso,Destino Gasto,Origen de los Recursos,Dias Adicionados,Puntos del Acuerdo,Pilares del Acuerdo,Nombre Representante Legal,Nacionalidad Representante Legal,Tipo de Identificación Representante Legal,Identificación Representante Legal,Género Representante Legal,Presupuesto General de la Nacion – PGN,Sistema General de Participaciones,Sistema General de Regalías,"Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)",Recursos de Credito,Recursos Propios,Ultima Actualizacion,Codigo Entidad,Fecha Inicio Liquidacion,Fecha Fin Liquidacion,Codigo Proveedor,Objeto del Contrato
DEFENSORÍA DEL PUEBLO,"800,186,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Servicio Público,Corporación Autónoma,Centralizada,CO1.BDOS.4322975,CO1.PCCNTR.4906588,CD-807-2023,Activo,V1.93141509,Prestación de servicios profesionales para el monitoreo registro y análisis de información sobre conflictividad social en los Departamentos del Meta y Guaviare así como ejercer la facilitación y mediación en espacios de diálogo y apoyar el seguimiento de los acuerdos suscritos en esos escenarios,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/31/2023,,,Como acordado previamente,Cédula de Ciudadanía,40217008,LINDA CARMELINA PEREZ ROLDAN,No,No,No,No,No,No,No,"40,000,000",0,0,"40,000,000",0,0,0,"40,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347462&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,LINDA CARMELINA PEREZ ROLDAN,COLOMBIANA,Cédula de Ciudadanía,40217008,Mujer,"40,000,000",0,0,0,0,0,04/28/2023 12:00:00 AM,702541384,,,721718971,Prestación de servicios profesionales para el monitoreo registro y análisis de información sobre conflictividad social en los Departamentos del Meta y Guaviare así como ejercer la facilitación y mediación en espacios de diálogo y apoyar el seguimiento de los acuerdos suscritos en esos escenarios
DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE SALUD,"899,999,114",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Salud y Protección Social,Ejecutivo,Centralizada,CO1.BDOS.4317914,CO1.PCCNTR.4909868,SS-CD-629-2023,Activo,V1.41115811,Adquirir insumos y reactivos para Pruebas Moleculares POCT en equipo IDNOW en el laboratorio de Salud Pública,Compraventa,Contratación Directa (con ofertas),No existe pluralidad de oferentes en el mercado,04/28/2023,,09/30/2023,,,No Definido,No Definido,805001194,ABBOTT RDX SAS,No,No,No,No,No,No,No,"40,000,000",0,0,"40,000,000",0,0,0,"40,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4344921&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Adriana Beatriz Carrillo Lopez,Colombia,Sin Descripcion,52022377,No Definido,0,0,0,"40,000,000",0,0,04/28/2023 12:00:00 AM,703984526,,,702738782,Adquirir insumos y reactivos para Pruebas Moleculares POCT en equipo IDNOW en el laboratorio de Salud Pública
Municipio de Envigado,"811,016,337",Antioquia,Envigado,"Colombia,  Antioquia ,  Envigado",Territorial,deportes,Ejecutivo,Descentralizada,CO1.BDOS.4104833,CO1.PCCNTR.4907948,INDENV-190-02-281-23,Activo,V1.92101501,Prestación de servicios de vigilancia y seguridad privada sin armas bajo la modalidad de vigilancia fija para las diferentes sedes administradas por el Índer Envigado de conformidad con la ficha técnica del proceso,Prestación de servicios,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,04/28/2023,,09/30/2023,,,Como acordado previamente,No Definido,860526603,SEGURIDAD EL PENTÁGONO COLOMBIANO LIMITADA  SEPECOL LTDA,No,No,No,No,No,No,No,"260,000,000",0,0,"260,000,000",0,0,0,"260,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4246255&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,0,0,"260,000,000",04/28/2023 12:00:00 AM,706490067,,,700074032,Prestación de servicios de vigilancia y seguridad privada sin armas bajo la modalidad de vigilancia fija para las diferentes sedes administradas por el Índer Envigado de conformidad con la ficha técnica del proceso
GOBERNACION DE CALDAS,"890,801,052",Caldas,No Definido,"Colombia,  Caldas",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4344097,CO1.PCCNTR.4907833,CO1.PCCNTR.4907833,Activo,V1.80121601,Prestación de servicios profesionales como ABOGADA que brinde acompañamiento al sistema integrado de información para la seguridad y convivencia en caldas SIICSC línea 106,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,1090480497,Karen Daniela Zuluaga García,No,No,No,No,No,No,No,"11,147,136",0,0,"11,147,136",0,0,0,"11,147,136",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4348788&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Karen Daniela Zuluaga García,colombiana,Cédula de Ciudadanía,1090480497,Mujer,0,0,0,"11,147,136",0,0,04/28/2023 12:00:00 AM,700613011,,,721304475,Prestación de servicios profesionales como ABOGADA que brinde acompañamiento al sistema integrado de información para la seguridad y convivencia en caldas SIICSC línea 106
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4344545,CO1.PCCNTR.4907143,CD-06-2023-3180,Activo,V1.80111600,PRESTACIÓN DE SERVICIO DE APOYO A LA GESTION PARA EL ACOMPAÑAMIENTO EN EL DESARROLLO DE LAS ACTIVIDADES DE ÍNDOLE OPERATIVA Y MISIONAL DE LA OFICINA DEL SISBÉN,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/28/2023,,,No Definido,Cédula de Ciudadanía,17849501,YUL BRINNIR ILLIDGE AMAYA,No,No,No,No,No,No,No,"14,000,000",0,0,"14,000,000",0,0,0,"14,000,000",Válido,No Definido,N/D,"210,600,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347986&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,yul brinnir illidge amaya,colombiana,Cédula de Ciudadanía,17849501,Hombre,0,0,0,"14,000,000",0,0,04/28/2023 12:00:00 AM,702442096,,,715066460,PRESTACIÓN DE SERVICIO DE APOYO A LA GESTION PARA EL ACOMPAÑAMIENTO EN EL DESARROLLO DE LAS ACTIVIDADES DE ÍNDOLE OPERATIVA Y MISIONAL DE LA OFICINA DEL SISBÉN
MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO,"900,463,725",No Definido,No Definido,Colombia,Nacional,"Vivienda, Ciudad y Territorio",Ejecutivo,No Definido,CO1.BDOS.4345650,CO1.PCCNTR.4908423,MVCT-0841-2023,En ejecución,V1.80131500,ARRENDAMIENTO DE BIEN INMUEBLE DE OFICINAS FUNCIONALES Y AMBOBLADAS DESTINADAS PARA LA SEDE ADMINISTRATIVA DEL MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO,Arrendamiento de inmuebles,Contratación directa,Arrendamiento de inmuebles,04/28/2023,05/01/2023,12/31/2024,,,No Definido,No Definido,860510031,GRUPO ASD SAS,No,No,No,No,No,No,No,"7,057,077,920",0,0,"7,057,077,920",0,0,0,"7,057,077,920",Válido,No Definido,N/D,"2,822,831,168","4,234,246,752",No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4350064&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,ARMANDO FLOREZ PINZON,COLOMBIANA,Sin Descripcion,3229404,No Definido,"7,057,077,920",0,0,0,0,0,04/28/2023 12:00:00 AM,700262025,,,700989056,ARRENDAMIENTO DE BIEN INMUEBLE DE OFICINAS FUNCIONALES Y AMBOBLADAS DESTINADAS PARA LA SEDE ADMINISTRATIVA DEL MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO
DEFENSORÍA DEL PUEBLO,"800,186,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Servicio Público,Corporación Autónoma,Centralizada,CO1.BDOS.4317311,CO1.PCCNTR.4903143,CD-800-2023,Activo,V1.80111701,Prestar con plena autonomía técnica y administrativa sus servicios de apoyo en el desarrollo de actividades administrativas a cargo de la Subdirección Administrativa de la Defensoría del Pueblo,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/25/2023,,,Como acordado previamente,Cédula de Ciudadanía,1047486015,CLAUDIA TORRES,No,No,No,No,No,No,No,"26,400,000",0,0,"26,400,000",0,0,0,"26,400,000",Válido,No Definido,N/D,"52,800,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4343458&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,CLAUDIA TORRES,COLOMBIA,Cédula de Ciudadanía,1047486015,Mujer,"26,400,000",0,0,0,0,0,04/28/2023 12:00:00 AM,702541384,,,713235018,Prestar con plena autonomía técnica y administrativa sus servicios de apoyo en el desarrollo de actividades administrativas a cargo de la Subdirección Administrativa de la Defensoría del Pueblo
HMI,"802,013,023",Atlántico,Soledad,"Colombia,  Atlántico ,  Soledad",Territorial,Salud y Protección Social,Corporación Autónoma,Descentralizada,CO1.BDOS.4320313,CO1.PCCNTR.4887989,TH 2023-0907,En ejecución,V1.80111600,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO  ASESOR DE GERENCIA,DecreeLaw092/2017,Contratación régimen especial,Decree092/2017,04/28/2023,04/28/2023,06/30/2023,,,Como acordado previamente,Cédula de Ciudadanía,49771651,ALEXANDRA MILDRET LOPEZ PEREZ,No,No,No,No,No,No,No,"17,400,000",0,0,"17,400,000",0,0,0,"17,400,000",Válido,No Definido,N/D,"17,400,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4322854&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Recursos Propios,0,No aplica,No aplica,ALEXANDRA MILDRET LOPEZ PEREZ,COLOMBIANA,Cédula de Ciudadanía,49771651,Mujer,0,0,0,0,0,"17,400,000",04/29/2023 12:00:00 AM,703176586,,,721652485,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO  ASESOR DE GERENCIA
MUNICIPIO DE PEREIRAOFICIAL,"891,480,030",Risaralda,Pereira,"Colombia,  Risaralda ,  Pereira",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4311220,CO1.PCCNTR.4895380,3506-2023,Activo,V1.70121802,PRESTACIÓN DE SERVICIOS PARA EJECUTAR ACTIVIDADES DEL PROGRAMA DE BIENESTAR ANIMAL Y CONVIVENCIA RESPONSABLE EN EL MUNICIPIO DE PEREIRA EN EL MARCO DEL PLAN DE DESARROLLO  GOBIERNO DE LA CIUDAD CAPITAL DEL EJE 2020  2023,Otro,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,,10/23/2023,,,A convenir,No Definido,900811423,PARQUE TEMATICO DE FLORA Y FAUNA DE PERERIA SAS,No,No,No,Si,No,No,No,"1,200,000,000",0,0,"1,200,000,000",0,0,0,"1,200,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4333033&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,"1,200,000,000",0,0,04/28/2023 12:00:00 AM,702259557,2023-10-25 04:00:00,2024-02-29 04:00:00,703427393,PRESTACIÓN DE SERVICIOS PARA EJECUTAR ACTIVIDADES DEL PROGRAMA DE BIENESTAR ANIMAL Y CONVIVENCIA RESPONSABLE EN EL MUNICIPIO DE PEREIRA EN EL MARCO DEL PLAN DE DESARROLLO  GOBIERNO DE LA CIUDAD CAPITAL DEL EJE 2020  2023
IE FRANCISCO JOSE DE CALDAS OFICIAL,"890,103,051",Atlántico,Soledad,"Colombia,  Atlántico ,  Soledad",Nacional,Educación Nacional,Corporación Autónoma,Centralizada,CO1.BDOS.3540309,CO1.PCCNTR.4910474,IE-INSECALDAS-MC-00018-2022,Cerrado,V1.72102900,MANTENIMIENTO PREVENTIVO Y CORRECTIVOS DE LOS AIRES ACONDICIONADOS DE IE  A TODO COSTO,DecreeLaw092/2017,Contratación régimen especial,Decree092/2017,04/28/2023,04/28/2023,04/28/2023,,,A convenir,Cédula de Ciudadanía,8539504,RAUL CARDONA,No,No,No,No,No,No,No,"1,705,000",0,0,"1,705,000",0,0,0,0,Válido,No Definido,N/D,"1,705,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3545835&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,RAUL CARDONA,COLOMBIANO,Cédula de Ciudadanía,8539504,Hombre,0,"1,705,000",0,0,0,0,04/28/2023 12:00:00 AM,709285084,,,721730943,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE AIRES ACONDICIONADOS DE LA IE FRANCISCO JOSE DE CALDAS
DEFENSORÍA DEL PUEBLO,"800,186,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,Servicio Público,Corporación Autónoma,Centralizada,CO1.BDOS.4293657,CO1.PCCNTR.4909256,CD-728-2023,Activo,V1.80101600,Prestación de servicios profesionales para brindar asesoría y acompañamiento a la Secretaría General en el desarrollo del modelo de transparencia cultura y servicio al ciudadano a cargo del Grupo de Transparencia y Atención al Ciudadano de la Defensoría del Pueblo,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/26/2023,,,No Definido,Cédula de Ciudadanía,1121881043,LAURA BERMUDEZ,No,No,No,No,No,No,No,"66,400,000",0,0,"66,400,000",0,0,0,"66,400,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4351805&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,LAURA XIMENA BERMUDEZ ROJAS,COLOMBIANA,Sin Descripcion,1121881043,No Definido,"66,400,000",0,0,0,0,0,04/28/2023 12:00:00 AM,702541384,,,710747858,Prestación de servicios profesionales para brindar asesoría y acompañamiento a la Secretaría General en el desarrollo del modelo de transparencia cultura y servicio al ciudadano a cargo del Grupo de Transparencia y Atención al Ciudadano de la Defensoría del Pueblo
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,"899,999,034",Norte de Santander,Cúcuta,"Colombia,  Norte de Santander ,  Cúcuta",Nacional,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4333002,CO1.PCCNTR.4907059,CO1.PCCNTR.4907059,Activo,V1.80111600,549119314 Prestar los servicios personales de carácter temporal para planear y orientar la formación profesional integral que programe el centro de formación en la red de conocimiento Materiales Herramientas Materiales Para La Construcción en sus diferentes niveles y modalidades,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/15/2023,,,Transporte no incluído,Cédula de Ciudadanía,88157283,Sandro Roberto Villamizar,No,No,No,No,Si,No,No,"30,726,225",0,0,"30,726,225",0,0,0,"30,726,225",Válido,No Definido,N/D,"8,979,979,578",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4346112&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sandro Roberto Villamizar,Colombiana,Sin Descripcion,88157283,No Definido,"30,726,225",0,0,0,0,0,04/28/2023 12:00:00 AM,700861115,,,706596939,549119314 Prestar los servicios personales de carácter temporal para planear y orientar la formación profesional integral que programe el centro de formación en la red de conocimiento Materiales Herramientas Materiales Para La Construcción en sus diferentes niveles y modalidades
UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PÚBLICOS,"900,126,860",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Ambiente y Desarrollo Sostenible,Ejecutivo,Descentralizada,CO1.BDOS.4341138,CO1.PCCNTR.4904738,UAESP-473-2023,Activo,V1.80161500,SA004 Prestar servicios profesionales en la Subdirección de aprovechamiento para realizar las actividades de verificaciones en campo del Registro Único de RecicladoresRURO Registro Único de Organizaciones de RecicladoresRUOR Registro Único de CarreterosRUCA Estaciones de clasificación y aprovechamie,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,11/27/2023,,,Como acordado previamente,Cédula de Ciudadanía,39788923,DIANA FABIOLA ONOFRE JARA,No,No,No,No,No,No,No,"42,000,000",0,0,"42,000,000",0,0,0,"42,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4345529&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,DIANA FABIOLA ONOFRE JARA,COLOMBIANA,Sin Descripcion,39788923,No Definido,0,0,0,0,0,"42,000,000",04/28/2023 12:00:00 AM,701922320,,,705335271,SA004 Prestar servicios profesionales en la Subdirección de Aprovechamiento para realizar las actividades de verificaciones en campo del Registro Único de RecicladoresRURO Registro Único de Organizaciones de RecicladoresRUOR Registro Único de CarreterosRUCA Estaciones de clasificación y aprovechamiento ECAS y demás que se requieran en el marco de las competencias de la UAESP de acuerdo con la normatividad nacional o distrital vigente
MUNICIPIO DE JERICO  ANTIOQUIA,"890,981,069",Antioquia,No Definido,"Colombia,  Antioquia",Territorial,No aplica/No pertenece,Ejecutivo,Descentralizada,CO1.BDOS.4348679,CO1.PCCNTR.4909966,CPS-153-2023,Activo,V1.78111800,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO CONDUCTOR PARA LOS DIFERENTES PROGRAMAS Y ACTIVIDADES DE LA SECRETARIA DE EDUCACION CULTURA Y TURISMO,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/15/2023,,,Transporte incluido,Cédula de Ciudadanía,8460954,Luis Alfredo Mejia Yepes,No,No,No,No,No,No,No,"17,424,000",0,0,"17,424,000",0,0,0,"17,424,000",Válido,No Definido,N/D,"17,424,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352493&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,Luis Alfredo Mejia Yepes,COLOMBIA,Cédula de Ciudadanía,8460954,Hombre,0,0,0,0,0,"17,424,000",04/28/2023 12:00:00 AM,702596461,,,715685020,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO CONDUCTOR PARA LOS DIFERENTES PROGRAMAS Y ACTIVIDADES DE LA SECRETARIA DE EDUCACION CULTURA Y TURISMO
INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA,"900,258,711",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Transporte,Corporación Autónoma,Descentralizada,CO1.BDOS.4343287,CO1.PCCNTR.4905644,ICCU-CTO-374 DE 2023,Activo,V1.95111600,AUNAR ESFUERZOS TÉCNICOS ADMINISTRATIVOS Y FINANCIEROS PARA EL MEJORAMIENTO DE LA VÍA QUE CONDUCE DEL CASCO URBANO A LA VEREDA GUASIMAL SECTOR LA ESCUELA EN EL MUNICIPIO DE TENA CUNDINAMARCA,Obra,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,,02/27/2024,,,No Definido,No Definido,800004574,ALCALDIA MUNICIPAL DE TENA,No,No,No,Si,No,No,No,"100,000,000",0,0,"100,000,000",0,0,0,"100,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347201&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,"100,000,000",0,0,04/28/2023 12:00:00 AM,702046087,2024-02-28 05:00:00,2026-08-28 04:59:00,704059740,AUNAR ESFUERZOS TÉCNICOS ADMINISTRATIVOS Y FINANCIEROS PARA EL MEJORAMIENTO DE LA VÍA QUE CONDUCE DEL CASCO URBANO A LA VEREDA GUASIMAL SECTOR LA ESCUELA EN EL MUNICIPIO DE TENA CUNDINAMARCA
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4335288,CO1.PCCNTR.4899652,CD-57-2023-3035,Activo,V1.80111600,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/26/2023,,,No Definido,Cédula de Ciudadanía,44190795,MARIA CONCEPCION ARIZA RODRIGUEZ,No,No,No,No,No,No,No,"10,000,000",0,0,"10,000,000",0,0,0,"10,000,000",Válido,No Definido,N/D,"214,440,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4338376&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,MARIA CONCEPCION ARIZA RODRIGUEZ,COLOMBIANA,Cédula de Ciudadanía,44190795,Mujer,0,0,0,"10,000,000",0,0,04/28/2023 12:00:00 AM,702442096,,,712295138,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4344545,CO1.PCCNTR.4906597,CD-06-2023-3176,Activo,V1.80111600,PRESTACIÓN DE SERVICIO DE APOYO A LA GESTION PARA EL ACOMPAÑAMIENTO EN EL DESARROLLO DE LAS ACTIVIDADES DE ÍNDOLE OPERATIVA Y MISIONAL DE LA OFICINA DEL SISBÉN,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/28/2023,,,No Definido,Cédula de Ciudadanía,32740733,IREMIS SOFIA PALMA PALACIOS,No,No,No,No,No,No,No,"8,000,000",0,0,"8,000,000",0,0,0,"8,000,000",Válido,No Definido,N/D,"210,600,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347986&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,IREMIS SOFIA PALMA PALACIOS,colombia,Sin Descripcion,32740733,No Definido,0,0,0,"8,000,000",0,0,04/28/2023 12:00:00 AM,702442096,,,710546078,PRESTACIÓN DE SERVICIO DE APOYO A LA GESTION PARA EL ACOMPAÑAMIENTO EN EL DESARROLLO DE LAS ACTIVIDADES DE ÍNDOLE OPERATIVA Y MISIONAL DE LA OFICINA DEL SISBÉN
INSTITUTO TERMAL DE PAIPA,"826,000,214",Boyacá,Paipa,"Colombia,  Boyacá ,  Paipa",Territorial,Industria,Ejecutivo,Descentralizada,CO1.BDOS.4307246,CO1.PCCNTR.4904046,CONTRATO ELECTRONICO 36 DE 2023,Activo,V1.47131805,SUMINISTRO DE PRODUCTOS QUIMICOS PARA EL DESMANCHE ASEO Y MANTENIMIENTO DE LAS AREAS Y ALREDEDORES DE LAS PISCINAS DEL INSTITUTO TERMAL DE PAIPA,Suministros,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,04/28/2023,,12/31/2023,,,A convenir,No Definido,800141903,QUIMICOS INDUSTRIALES ASOCIADOS SAS,No,Si,No,No,No,No,No,"30,258,725",0,0,"30,258,725",0,0,0,"30,258,725",Válido,No Definido,N/D,"30,745,584",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4311006&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Recursos Propios,0,No aplica,No aplica,JUAN MAURICIO SANDOVAL ALVARADO,COLOMBIANA,Sin Descripcion,19234508,No Definido,0,0,0,0,0,"30,258,725",04/28/2023 12:00:00 AM,705857084,,,702376377,SUMINISTRO DE PRODUCTOS QUIMICOS PARA EL DESMANCHE ASEO Y MANTENIMIENTO DE LAS AREAS Y ALREDEDORES DE LAS PISCINAS DEL INSTITUTO TERMAL DE PAIPA
